Hours_Studied,Attendance,Parental_Involvement,Access_to_Resources,Sleep_Hours,Previous_Scores,Internet_Access,Tutoring_Sessions,Family_Income,Teacher_Quality,Physical_Activity,Parental_Education_Level,Distance_from_Home,Exam_Score
34,91,Medium,Low,9,98,Yes,0,Medium,Medium,4,,Moderate,72
7,63,Low,Medium,5,97,Yes,1,Low,Medium,2,High School,Near,59
24,66,Medium,Medium,6,64,No,0,Medium,High,4,High School,Near,64
19,89,High,High,10,94,Yes,0,High,Medium,1,College,Near,72
23,77,Low,High,8,94,Yes,0,High,Medium,3,Postgraduate,Near,70
16,78,Low,High,7,62,Yes,0,High,High,1,High School,Far,63
20,72,High,Medium,7,80,Yes,1,Low,High,3,College,Near,66
24,84,High,High,9,93,Yes,3,High,Medium,4,High School,Far,72
39,67,High,High,5,76,No,2,Medium,Medium,4,,Near,71
25,85,High,High,9,68,Yes,1,High,Medium,3,Postgraduate,Far,71
15,67,Low,Medium,6,83,Yes,3,Medium,Low,3,High School,Moderate,62
17,63,Medium,Medium,8,59,Yes,1,Low,High,1,Postgraduate,Moderate,62
17,73,Medium,Low,6,58,Yes,4,Medium,Medium,1,College,Near,64
9,69,High,High,10,92,Yes,2,Low,Medium,3,Postgraduate,Near,65
18,96,High,Low,7,52,Yes,1,Low,Medium,4,College,Near,68
24,62,High,Medium,5,90,Yes,0,High,Medium,3,College,Near,67
12,67,Medium,Medium,8,65,Yes,1,High,Medium,3,High School,Moderate,61
26,82,Low,Low,9,74,Yes,2,Medium,Medium,5,High School,Moderate,68
23,79,Medium,High,9,77,Yes,1,Low,High,3,High School,Near,68
16,62,Medium,Medium,7,88,Yes,1,Low,High,1,High School,Near,62
19,60,Medium,Low,8,94,Yes,1,Low,Low,3,High School,Near,62
30,100,High,High,6,90,Yes,0,Medium,Low,2,High School,Near,74
24,86,Medium,Medium,8,79,No,0,Low,Medium,4,High School,Near,68
20,75,Low,High,8,67,Yes,1,High,Low,4,College,Moderate,66
19,79,Medium,Medium,4,76,Yes,1,Medium,Medium,3,,Near,67
20,71,High,Medium,5,52,Yes,1,Medium,High,3,High School,Moderate,65
17,74,Medium,Medium,7,62,Yes,2,High,Medium,4,High School,Near,66
7,86,High,Medium,7,68,Yes,5,Low,Medium,4,Postgraduate,Moderate,67
32,95,Medium,Medium,7,66,Yes,5,High,Medium,3,College,Near,76
21,67,Low,High,7,55,Yes,2,High,High,3,High School,Moderate,66
22,94,Low,Low,9,53,Yes,1,Medium,High,3,College,Near,68
20,65,High,Medium,8,71,Yes,2,Low,Medium,3,College,Near,63
16,69,Medium,High,4,54,Yes,4,Low,Low,4,College,Near,65
19,61,High,Medium,10,64,Yes,3,Low,Medium,3,High School,Moderate,63
10,66,Medium,Medium,4,74,Yes,2,Low,Medium,2,High School,Moderate,59
34,97,Medium,Medium,8,60,Yes,2,Medium,Medium,4,High School,Near,74
13,78,Medium,Low,5,54,Yes,2,Low,High,3,College,Near,62
14,63,Low,Low,9,72,Yes,3,Low,Low,4,High School,Near,59
17,98,Medium,High,7,72,Yes,0,Low,Medium,3,High School,Near,71
28,95,Medium,Medium,8,96,Yes,1,Medium,Medium,3,Postgraduate,Moderate,73
20,90,High,Medium,4,56,Yes,0,Low,High,1,High School,Moderate,68
13,97,Medium,Medium,8,81,Yes,3,Low,Medium,1,High School,Far,68
28,69,Medium,Medium,8,66,Yes,0,Low,Medium,6,College,Far,66
24,93,Low,High,8,56,Yes,1,Low,Medium,3,College,Moderate,69
23,88,Medium,Medium,8,70,Yes,2,Medium,High,4,High School,Near,70
24,95,Medium,High,7,71,Yes,1,Medium,High,3,High School,Near,74
34,92,High,Medium,7,68,Yes,0,Medium,High,5,College,Near,75
33,74,Medium,Medium,6,88,Yes,2,Medium,Medium,3,College,Near,71
16,91,High,High,6,92,Yes,2,Low,High,3,High School,Moderate,71
30,70,Medium,Medium,9,57,Yes,1,Low,Medium,4,College,Far,65
22,73,Low,Medium,6,58,Yes,1,Medium,Medium,3,Postgraduate,Moderate,65
23,64,Medium,High,4,71,Yes,2,Medium,Medium,1,Postgraduate,Near,65
10,97,Medium,Medium,6,66,Yes,2,Low,Medium,2,Postgraduate,Near,67
19,72,Medium,Medium,8,91,Yes,1,Low,Medium,4,,Moderate,67
15,81,Medium,Medium,7,100,Yes,1,Low,Medium,3,Postgraduate,Moderate,67
25,76,High,High,8,59,Yes,4,Medium,Medium,4,College,Near,71
26,98,High,Low,4,88,Yes,1,Medium,High,1,College,Moderate,72
8,73,Medium,High,4,80,Yes,0,Low,High,4,College,Moderate,62
20,91,High,Low,7,82,Yes,0,Medium,Medium,4,College,Near,70
27,94,Medium,High,9,63,Yes,0,Low,Medium,4,College,Near,72
19,77,Low,Medium,4,55,Yes,0,Medium,Low,4,College,Moderate,64
24,75,High,Low,8,77,Yes,1,Low,Medium,1,College,Moderate,66
22,90,Low,Medium,9,81,Yes,0,Medium,Medium,4,High School,Near,69
22,97,High,Medium,7,98,Yes,0,Medium,Medium,0,College,Moderate,71
18,90,Medium,Low,8,84,Yes,2,Low,High,3,High School,Moderate,68
13,69,Medium,Medium,7,72,Yes,2,High,Medium,2,High School,Moderate,63
13,96,Medium,High,7,100,No,4,Medium,High,3,High School,Near,71
24,76,High,Low,8,69,Yes,3,Low,Medium,1,High School,,65
20,83,Low,High,10,58,Yes,0,Low,High,1,High School,Near,66
19,93,Low,Low,6,81,Yes,2,High,Medium,3,College,Moderate,68
17,68,Medium,Medium,7,63,No,0,Low,Medium,3,High School,Moderate,61
18,91,Low,High,6,96,Yes,2,Low,Medium,3,Postgraduate,Near,71
26,84,Medium,High,7,71,Yes,0,Medium,Medium,2,High School,Near,70
18,96,High,Low,7,57,Yes,1,Low,Medium,3,High School,Moderate,66
12,67,High,Medium,9,57,Yes,0,Low,Medium,2,College,Moderate,61
24,77,High,Low,9,82,Yes,1,Medium,Medium,2,High School,Near,67
19,93,High,Medium,8,68,Yes,1,High,High,3,Postgraduate,Near,72
20,61,High,High,9,68,Yes,1,High,Low,3,High School,Near,65
30,64,High,Medium,6,81,Yes,3,Medium,Medium,2,College,Near,68
20,100,Low,Medium,6,61,No,3,Medium,Medium,4,College,Far,70
22,71,Medium,Low,8,57,Yes,1,Low,High,4,High School,Moderate,63
13,99,High,Low,7,83,Yes,1,Medium,Medium,4,Postgraduate,Far,69
19,67,Medium,Low,10,50,Yes,0,High,Medium,3,High School,Near,62
24,74,High,High,4,95,Yes,1,High,Medium,4,Postgraduate,Moderate,71
11,90,Low,Low,8,59,Yes,1,Low,High,4,High School,Near,64
21,86,High,Medium,8,72,Yes,0,High,High,3,High School,Moderate,69
21,83,Medium,High,6,61,Yes,2,Low,High,3,Postgraduate,Near,71
20,81,Low,Medium,6,61,No,0,Low,Medium,4,High School,Near,63
26,94,Low,High,6,92,Yes,1,Low,High,3,High School,Near,72
22,69,Medium,Medium,5,79,Yes,1,Low,Low,3,College,Near,66
29,78,High,Medium,9,66,Yes,2,Low,Medium,4,High School,Moderate,69
14,66,Medium,Medium,10,63,Yes,0,Low,Medium,3,High School,Moderate,60
21,84,High,High,6,61,Yes,1,Medium,High,4,High School,Moderate,68
21,70,Medium,High,6,78,Yes,3,Medium,Low,2,College,Far,65
14,73,High,Medium,5,87,Yes,2,Medium,Medium,4,College,Near,67
26,79,Medium,Low,5,63,Yes,0,Low,Medium,2,High School,Near,66
34,61,Medium,Medium,6,67,Yes,1,High,Medium,2,Postgraduate,Moderate,68
20,64,Low,Medium,9,86,Yes,0,Low,High,4,High School,Near,63
23,87,High,High,10,87,Yes,1,Medium,Medium,3,College,Near,73
21,77,Medium,Medium,6,60,Yes,1,Medium,Medium,3,College,Moderate,66
16,95,Low,Medium,6,69,Yes,2,Low,High,3,College,Near,67
9,88,Low,Medium,5,93,Yes,2,Medium,Medium,4,Postgraduate,Near,66
16,60,Medium,Low,8,87,Yes,0,Low,Low,5,High School,Near,60
12,85,High,High,8,58,Yes,1,Low,High,3,Postgraduate,Near,67
30,64,Medium,Medium,7,69,Yes,3,High,Low,4,High School,Near,67
19,91,Medium,Medium,6,99,Yes,0,Medium,Medium,2,High School,Near,70
18,100,High,Low,9,76,Yes,1,Low,Medium,2,High School,Near,69
25,81,Medium,Low,8,86,Yes,1,Low,Medium,3,Postgraduate,Near,68
13,87,High,Low,8,55,Yes,1,High,High,3,High School,Near,67
15,69,Medium,High,8,92,Yes,0,Low,Medium,1,College,Moderate,63
20,78,High,Medium,7,80,Yes,2,High,Medium,3,College,Near,70
26,94,Low,Medium,6,59,Yes,4,Low,Medium,3,High School,Near,71
23,67,High,High,8,69,Yes,1,High,Medium,2,High School,Near,67
21,71,Medium,Medium,8,54,Yes,1,Medium,Medium,3,High School,Near,64
20,78,Low,Medium,8,89,No,0,Medium,Medium,4,College,Near,66
22,88,Medium,Medium,5,87,Yes,1,Low,High,3,Postgraduate,Near,70
21,75,Medium,Low,8,75,Yes,1,Medium,Medium,2,High School,Moderate,65
14,97,Low,Medium,7,73,Yes,2,Medium,Low,3,College,Moderate,68
20,64,Medium,Low,6,73,Yes,3,Medium,High,5,Postgraduate,Far,65
14,75,High,Medium,8,52,Yes,3,Medium,Medium,1,Postgraduate,Near,65
20,88,Medium,Medium,7,68,Yes,0,Low,High,4,College,Near,69
17,69,Medium,Medium,10,56,Yes,1,Medium,Medium,4,High School,Near,63
35,86,Low,Medium,8,59,Yes,2,Low,Low,2,College,Moderate,70
20,67,Low,Low,7,98,Yes,1,Medium,Medium,4,College,Near,64
12,62,Medium,High,7,63,Yes,1,High,Medium,4,High School,Near,62
19,65,High,High,5,74,Yes,1,Low,,3,High School,Near,66
23,97,High,Low,9,94,Yes,2,Low,Medium,3,High School,Moderate,73
30,82,Medium,High,7,71,Yes,3,Low,High,3,Postgraduate,Far,72
16,92,Medium,Medium,7,76,No,0,High,Medium,2,Postgraduate,Far,68
11,73,Medium,High,5,58,No,0,Medium,Medium,4,College,Near,62
25,84,Medium,Low,8,64,Yes,2,Low,Medium,4,High School,,67
12,80,Medium,Low,6,75,Yes,1,Low,High,4,High School,Moderate,62
17,98,High,High,6,68,Yes,2,Medium,Medium,3,High School,Near,72
18,90,Low,High,7,52,Yes,2,Medium,High,2,High School,Near,67
20,89,High,Medium,6,70,Yes,1,Low,Medium,3,High School,Moderate,68
24,62,Low,High,6,91,Yes,2,Medium,Medium,3,High School,Moderate,65
16,82,Medium,Medium,7,56,Yes,0,High,High,1,High School,Far,79
18,79,High,Low,9,51,Yes,2,Medium,Medium,3,High School,Near,66
20,97,Medium,Medium,8,56,Yes,1,Low,Medium,2,High School,Near,68
21,70,Low,Low,8,84,Yes,1,High,High,3,Postgraduate,Near,65
21,71,Medium,High,8,90,Yes,3,Low,Medium,4,High School,Moderate,67
23,76,Medium,High,6,52,Yes,3,Medium,Medium,4,College,Moderate,67
25,70,Low,Medium,9,94,Yes,1,Medium,,4,High School,Moderate,67
22,65,Medium,Medium,4,81,Yes,5,Medium,Medium,4,College,Far,68
23,94,Medium,High,8,76,Yes,3,Medium,Medium,3,High School,Moderate,72
11,82,High,Medium,8,63,Yes,1,Medium,Medium,5,High School,Near,65
20,94,Low,Medium,7,69,Yes,0,Low,Medium,3,High School,Moderate,65
23,93,Medium,Medium,6,97,No,1,Medium,Medium,2,College,Moderate,70
24,71,Medium,Medium,7,96,Yes,2,Low,,2,High School,Near,67
16,82,Medium,High,6,81,Yes,1,Medium,Medium,4,College,Near,68
16,63,Medium,Medium,8,79,Yes,2,Low,High,3,College,Moderate,63
17,97,Medium,Medium,8,61,Yes,2,Low,Medium,2,High School,Near,68
23,76,Medium,High,8,98,Yes,0,Medium,Low,2,Postgraduate,Moderate,69
26,76,Low,Low,8,88,Yes,2,Low,Low,4,High School,Near,66
18,72,High,Medium,8,69,No,2,High,Medium,4,High School,Far,64
25,78,High,Low,8,91,Yes,3,Low,Medium,4,High School,Near,69
21,70,Low,Medium,6,61,Yes,1,Low,Medium,3,High School,Near,62
19,75,Medium,High,5,61,Yes,0,Medium,Medium,3,High School,Near,65
19,92,Medium,Medium,7,90,Yes,1,Low,High,2,High School,Near,70
24,93,Low,High,8,78,Yes,1,High,Medium,4,High School,Near,72
22,72,Medium,Medium,5,78,Yes,1,Low,High,3,High School,Near,66
34,79,High,Low,7,79,Yes,3,Medium,High,2,High School,Moderate,70
15,95,Medium,Medium,9,56,No,3,Low,High,1,High School,Near,67
23,62,High,High,7,67,Yes,1,Low,Medium,4,Postgraduate,Moderate,65
17,96,Medium,Low,9,79,No,3,Medium,Medium,2,Postgraduate,Moderate,68
15,69,Low,Medium,9,62,Yes,2,Medium,High,3,High School,Moderate,62
20,87,Low,Medium,7,75,Yes,1,Low,Medium,3,Postgraduate,Near,68
21,83,High,Medium,6,78,Yes,2,High,High,3,High School,Near,69
38,82,Medium,Low,6,97,Yes,2,Low,Medium,3,College,Near,72
19,94,Low,Medium,7,62,Yes,0,Medium,Medium,3,High School,Moderate,65
13,64,Medium,High,5,72,Yes,2,Medium,Medium,2,Postgraduate,Moderate,63
22,74,High,High,5,99,Yes,0,Low,Medium,2,College,Near,68
8,82,High,Low,4,59,Yes,1,Medium,Medium,2,College,Near,62
19,92,Medium,Medium,7,89,No,0,Low,High,2,Postgraduate,Near,69
20,69,Medium,Low,10,59,Yes,2,High,High,4,High School,Near,65
25,92,High,Medium,4,93,Yes,3,High,Medium,2,High School,Near,74
26,76,High,Low,7,74,Yes,4,Medium,High,3,High School,Moderate,70
17,68,Medium,Low,7,99,Yes,2,Medium,Medium,3,High School,Near,65
19,90,High,High,7,59,Yes,3,High,Medium,3,College,Moderate,70
15,64,Low,Low,9,84,Yes,0,Medium,Medium,3,College,Far,59
13,81,Low,Medium,6,85,Yes,1,Low,Medium,3,High School,Moderate,63
22,63,Low,High,4,86,Yes,0,Low,High,4,College,Near,64
12,74,Low,High,6,55,Yes,0,Medium,Low,3,Postgraduate,Near,63
18,84,High,Low,6,64,Yes,2,Low,High,2,High School,Near,67
14,82,Medium,Medium,4,67,Yes,1,High,Medium,4,High School,Moderate,65
23,76,Medium,Medium,7,66,Yes,2,Medium,Medium,3,College,Near,67
31,77,High,Medium,5,84,Yes,2,High,High,5,,Near,73
12,69,High,High,7,53,Yes,2,Low,High,3,College,Near,64
9,78,Low,High,6,87,Yes,0,Medium,High,3,Postgraduate,Near,65
19,98,Medium,High,5,76,Yes,2,Medium,Medium,3,High School,Moderate,72
20,94,High,Medium,8,59,Yes,3,Medium,Medium,4,High School,Near,72
21,66,High,Medium,7,61,Yes,2,High,High,2,College,Near,66
17,61,High,Medium,7,55,Yes,1,Medium,Medium,2,College,Near,62
19,97,Low,Medium,8,73,Yes,2,Medium,Medium,1,College,Near,68
22,81,Medium,Low,7,80,Yes,1,Medium,Medium,3,College,Moderate,67
26,82,High,Low,7,79,Yes,1,Medium,Medium,2,Postgraduate,Near,69
8,91,High,Low,6,98,Yes,1,Medium,Medium,3,High School,Near,67
18,73,Medium,Medium,5,65,Yes,1,Low,High,3,College,Moderate,63
21,79,Low,Medium,7,88,Yes,0,Low,Medium,4,High School,Moderate,65
14,99,High,Medium,6,86,Yes,2,High,High,4,College,Near,71
30,87,Medium,Medium,8,53,Yes,1,Low,High,1,Postgraduate,Near,70
16,66,Medium,Medium,7,97,Yes,5,Low,High,3,Postgraduate,Near,68
20,65,Medium,Medium,8,97,Yes,0,Low,Medium,3,College,Near,65
23,68,Medium,High,6,70,Yes,4,Medium,Medium,2,High School,Near,68
16,91,Medium,Medium,5,71,Yes,2,High,Medium,3,College,Near,69
9,72,Medium,High,10,91,No,1,High,Medium,2,High School,Far,62
17,61,Low,High,7,75,No,2,Medium,High,4,College,Near,62
26,98,High,Low,8,90,Yes,1,High,Low,2,Postgraduate,Moderate,72
18,67,High,Medium,5,52,Yes,0,Medium,Medium,4,Postgraduate,Moderate,64
15,60,High,Medium,7,63,Yes,0,Low,High,1,High School,Far,58
26,69,High,Medium,9,55,Yes,1,Low,Medium,3,College,Near,66
18,69,Medium,Low,5,73,Yes,1,Low,High,4,Postgraduate,Moderate,64
17,77,Medium,High,10,93,Yes,3,High,High,1,College,Far,68
21,97,Low,Low,7,78,Yes,0,High,Medium,3,Postgraduate,Near,69
25,95,Low,High,6,76,Yes,1,Low,Medium,5,High School,Near,71
34,78,Medium,High,8,68,Yes,1,Medium,Medium,2,College,Near,71
25,76,Medium,Medium,9,53,Yes,0,High,High,3,High School,Moderate,67
27,82,High,Low,6,88,Yes,2,High,High,3,High School,Near,71
17,70,Medium,Medium,6,79,Yes,2,Medium,Medium,3,High School,,64
14,62,Medium,Medium,7,97,Yes,0,Medium,Medium,1,High School,Moderate,62
20,98,Medium,Medium,8,72,Yes,1,High,Medium,4,High School,Near,70
21,67,Low,High,7,70,Yes,2,Low,Medium,2,Postgraduate,Moderate,63
14,68,High,Medium,8,99,Yes,0,High,Medium,3,High School,Near,66
19,79,Medium,Medium,8,57,Yes,2,Low,Low,3,High School,Moderate,65
22,80,Medium,High,7,63,Yes,1,High,Medium,3,College,Near,69
22,61,High,Low,6,74,Yes,1,Low,Medium,3,High School,Near,63
23,66,Medium,Medium,7,76,Yes,1,High,Medium,2,College,Moderate,64
22,75,Medium,Medium,10,77,Yes,2,Low,Low,2,High School,Near,66
17,87,Medium,Medium,7,61,Yes,4,High,Medium,3,High School,Near,67
17,69,High,High,9,96,Yes,2,Low,Medium,3,College,Far,66
13,77,Low,High,6,85,Yes,2,Low,Medium,4,Postgraduate,Near,65
31,82,High,Medium,7,63,No,2,High,Medium,2,Postgraduate,Moderate,72
20,96,High,Medium,8,65,Yes,0,Medium,Low,2,High School,Near,70
19,73,Medium,Medium,9,94,Yes,1,High,Low,1,College,Near,67
14,65,Medium,High,9,69,Yes,4,Medium,,3,College,Near,64
38,80,High,Medium,5,78,Yes,1,Low,Medium,4,College,Far,72
14,90,Medium,Medium,9,56,Yes,0,Low,Medium,4,High School,Near,65
17,64,High,Low,10,63,Yes,0,High,Medium,3,High School,Moderate,62
22,77,Medium,High,6,71,Yes,3,Low,Medium,4,High School,Far,67
24,61,Medium,Medium,6,83,Yes,0,Medium,Medium,3,High School,Near,64
26,61,Medium,Medium,7,64,Yes,0,Medium,Medium,3,Postgraduate,,63
31,79,Medium,High,7,98,Yes,1,Medium,High,2,College,Moderate,72
23,72,Low,Medium,6,61,Yes,1,High,Medium,5,High School,Near,66
14,94,High,Medium,5,89,Yes,0,Medium,Medium,1,Postgraduate,Near,70
18,84,Medium,Low,9,68,Yes,0,Medium,High,2,Postgraduate,Near,66
22,78,High,High,6,92,Yes,1,High,High,3,High School,Moderate,70
32,76,Low,Low,6,96,Yes,0,Low,High,2,High School,Moderate,67
12,80,Medium,Medium,7,59,Yes,1,Low,High,2,High School,Near,64
27,62,High,Medium,5,75,Yes,2,Medium,High,2,,Near,67
21,96,High,High,5,58,Yes,0,High,High,4,College,Far,72
25,100,High,Low,6,85,Yes,1,Medium,Medium,3,High School,Near,72
19,67,High,Medium,8,92,Yes,2,High,Medium,5,Postgraduate,Moderate,68
15,65,Medium,Medium,7,69,Yes,1,High,Medium,3,Postgraduate,Near,64
25,66,High,Medium,4,70,No,1,High,Medium,3,High School,Moderate,66
24,86,Low,High,9,60,Yes,0,Low,High,3,College,Far,68
26,86,Low,Low,8,65,Yes,0,Low,High,4,High School,Near,66
20,94,Low,High,7,66,Yes,1,Low,High,1,High School,Near,70
16,90,High,High,7,58,Yes,1,Low,Medium,4,Postgraduate,Near,70
11,78,Low,High,8,65,Yes,0,Medium,,2,High School,,62
25,85,Low,Medium,10,95,Yes,0,Medium,Low,1,College,Near,69
23,88,Medium,Medium,8,66,Yes,2,Medium,High,2,College,Moderate,69
14,81,Medium,Medium,7,64,Yes,2,Medium,Medium,4,College,Near,66
17,79,High,High,5,69,Yes,4,Low,Medium,3,Postgraduate,Near,68
17,86,Medium,High,7,98,Yes,2,Low,High,5,Postgraduate,Moderate,71
11,82,Medium,Medium,8,88,No,1,Low,Medium,2,Postgraduate,Moderate,64
15,86,Low,High,7,60,Yes,2,Medium,Medium,3,College,Near,67
13,85,Medium,High,6,88,Yes,2,Medium,High,3,High School,Moderate,68
18,89,Low,High,8,88,Yes,0,High,,1,,Moderate,67
16,86,Medium,Medium,6,98,Yes,1,Low,Medium,3,Postgraduate,Near,68
10,81,Medium,High,8,95,Yes,5,Low,High,3,High School,Near,69
32,87,Medium,High,6,55,Yes,0,Low,High,3,High School,Near,71
28,78,High,Low,4,73,No,3,Low,Medium,4,High School,Moderate,68
15,70,High,High,6,85,Yes,0,Low,Medium,2,College,Moderate,65
22,60,Low,Medium,7,99,Yes,1,Low,High,3,College,Moderate,63
23,82,Low,Medium,8,54,Yes,0,Medium,High,1,High School,Near,65
27,84,High,High,8,68,Yes,3,Low,High,2,Postgraduate,Near,72
15,99,Low,Medium,5,75,Yes,2,Medium,Low,1,College,Moderate,67
27,74,Medium,High,7,71,Yes,1,Medium,Medium,3,High School,Near,69
17,76,Medium,Medium,6,73,Yes,3,Low,High,3,Postgraduate,Near,67
12,68,High,Medium,6,68,Yes,2,Medium,Medium,4,College,Near,64
24,63,Medium,Low,6,99,No,0,Low,Medium,3,High School,Moderate,62
28,91,Low,Medium,7,90,Yes,2,High,Low,3,High School,Near,71
36,70,Low,High,10,87,Yes,2,Low,Medium,3,,Near,70
13,84,Low,Medium,10,71,Yes,1,Medium,High,3,College,Moderate,64
24,88,Medium,Medium,6,94,Yes,0,Low,Medium,2,Postgraduate,Moderate,69
18,79,Medium,Medium,7,55,Yes,1,Low,High,3,High School,Moderate,65
25,95,High,High,7,57,Yes,2,High,Medium,2,College,Moderate,73
11,78,Medium,Low,7,98,Yes,2,Medium,Medium,3,High School,Near,64
12,71,Medium,High,8,78,Yes,2,Medium,Medium,2,Postgraduate,Near,64
15,96,Medium,Medium,7,58,Yes,3,Medium,Medium,4,Postgraduate,Moderate,70
20,94,Low,Low,6,97,Yes,2,Medium,Medium,5,College,Near,70
16,67,High,High,9,99,Yes,2,Medium,Medium,2,High School,Moderate,64
24,61,Low,Medium,5,94,Yes,3,Medium,High,2,College,Moderate,64
26,64,Medium,Medium,7,62,Yes,3,Medium,High,2,High School,Near,66
24,71,Low,High,5,64,Yes,1,Medium,Medium,3,College,Near,66
30,99,Medium,Medium,5,70,Yes,2,Medium,Medium,4,High School,Near,74
22,82,High,High,8,79,No,2,Medium,Medium,1,College,Near,69
13,75,Low,High,6,100,Yes,1,Medium,Medium,3,Postgraduate,Near,67
28,96,Medium,Medium,4,98,Yes,5,Low,Medium,5,High School,Far,73
16,78,Low,Medium,6,96,Yes,0,Medium,Medium,1,Postgraduate,Near,66
25,73,High,Medium,6,54,Yes,2,Medium,Medium,4,High School,Moderate,67
29,98,Medium,High,5,88,Yes,3,Low,Medium,2,College,Near,75
23,94,Medium,High,8,94,Yes,2,Medium,High,2,High School,Near,73
11,94,Medium,Medium,5,67,Yes,2,High,Medium,5,High School,Near,67
14,80,High,Low,6,61,Yes,0,Medium,High,4,College,Moderate,65
28,92,Medium,Medium,7,87,Yes,1,Low,Low,1,High School,Near,71
19,67,Medium,Medium,6,55,Yes,1,Medium,Medium,4,High School,Near,63
20,83,Medium,Low,6,97,Yes,2,Low,High,4,High School,Moderate,68
25,99,Medium,High,6,58,Yes,0,Medium,Medium,4,High School,Near,72
24,72,Low,High,5,73,Yes,2,Medium,High,2,High School,Near,67
22,92,Medium,High,6,99,Yes,1,Medium,Medium,4,College,Near,71
19,80,Low,Low,8,99,Yes,1,Low,Medium,4,Postgraduate,Near,67
18,62,Medium,High,6,89,Yes,0,High,High,3,Postgraduate,Near,66
25,91,Medium,High,7,92,Yes,3,Low,Medium,5,High School,Near,72
23,67,Low,Low,9,98,Yes,2,Low,High,0,College,Near,64
18,85,Medium,Medium,8,96,Yes,0,High,High,3,College,Moderate,68
26,63,High,High,5,81,Yes,0,Low,Medium,2,High School,Moderate,65
19,98,Medium,High,8,87,Yes,1,Medium,Medium,4,Postgraduate,Moderate,74
15,72,Medium,Low,9,80,Yes,4,Medium,High,4,College,Moderate,65
15,69,High,Low,6,75,No,2,Low,High,2,High School,Near,63
14,65,Medium,Medium,5,94,Yes,5,Low,Medium,3,Postgraduate,Moderate,65
18,98,Low,High,6,87,Yes,0,Medium,Medium,1,High School,Near,70
27,88,Medium,High,7,93,Yes,0,Low,Medium,4,High School,Moderate,71
15,90,Medium,Medium,8,55,Yes,1,Low,Medium,1,College,Near,66
21,80,Medium,Medium,6,79,Yes,2,Medium,High,3,College,Near,69
16,79,Medium,High,4,66,Yes,2,Medium,Medium,2,College,Moderate,67
18,64,Medium,High,5,76,Yes,1,Low,Medium,4,High School,Moderate,64
11,82,High,High,8,81,Yes,2,Low,High,2,High School,Moderate,67
19,70,Medium,High,10,92,Yes,1,Low,High,4,High School,Near,67
19,99,High,Medium,7,52,Yes,1,Medium,Medium,4,High School,Near,70
23,92,High,High,9,58,Yes,2,Low,Medium,1,Postgraduate,Near,71
21,77,Medium,Low,5,96,Yes,2,Low,High,5,High School,Near,68
13,66,High,High,6,98,Yes,1,High,High,2,High School,Near,65
27,91,Medium,Medium,4,53,Yes,1,Low,Medium,3,Postgraduate,Near,70
21,65,Medium,High,8,67,No,1,Low,,4,High School,Near,64
21,68,High,High,6,50,Yes,3,Medium,Low,4,High School,Near,67
20,68,Low,Low,8,88,Yes,5,Low,Low,3,High School,Moderate,63
17,82,Medium,Low,6,84,Yes,2,Low,Low,3,High School,Moderate,65
21,91,Medium,Medium,10,78,Yes,2,Low,High,2,High School,Near,70
23,73,Medium,High,10,85,Yes,1,Low,Medium,3,College,Near,67
10,63,Medium,High,4,77,No,3,Low,Medium,3,High School,Near,60
17,79,Low,High,8,62,Yes,1,Low,Medium,3,High School,Near,64
18,90,Low,Medium,6,88,Yes,1,Medium,Medium,1,High School,Moderate,65
22,69,Medium,Medium,8,89,No,0,Low,High,5,High School,Moderate,64
27,69,Medium,Low,5,93,Yes,1,Medium,Medium,4,College,Moderate,67
15,98,Medium,Medium,9,98,Yes,0,Medium,Medium,3,High School,Near,71
17,98,Medium,Medium,9,87,Yes,0,High,Medium,3,High School,Moderate,69
17,100,Medium,High,5,53,Yes,1,Medium,High,4,High School,Near,70
15,92,Medium,Medium,7,51,Yes,1,High,High,3,College,Near,69
18,68,High,High,7,87,Yes,3,Medium,Medium,4,High School,Near,69
25,68,Low,Medium,8,53,Yes,2,Medium,,3,College,Moderate,64
14,74,Low,Medium,7,66,Yes,0,Medium,High,3,Postgraduate,Near,63
23,73,High,Medium,8,57,Yes,3,Medium,Medium,2,College,Near,67
10,98,Medium,Medium,7,98,No,0,Medium,Medium,3,College,Moderate,66
17,92,Medium,High,8,66,Yes,2,Low,Medium,3,High School,Near,69
18,89,Medium,Medium,5,53,Yes,5,Low,High,4,College,Near,69
30,67,Medium,Medium,7,97,Yes,2,High,Medium,3,,Near,69
18,96,Medium,High,9,80,Yes,1,Low,Medium,3,College,Near,72
7,93,High,High,9,52,Yes,1,Medium,Low,3,High School,Moderate,65
8,67,Medium,Medium,7,92,Yes,0,High,High,2,College,Near,63
20,95,Medium,Medium,7,58,Yes,1,Low,High,4,College,Near,69
24,71,High,Medium,9,90,Yes,3,Medium,High,3,College,Near,69
22,63,Medium,Low,7,80,Yes,2,High,High,2,College,Moderate,64
21,86,Medium,Low,9,59,Yes,2,Medium,High,3,College,Near,69
27,86,Medium,High,7,88,Yes,1,Medium,Medium,3,Postgraduate,Moderate,72
17,64,Medium,Low,7,73,Yes,1,Low,Medium,4,College,Near,62
25,73,High,Medium,5,82,No,1,Medium,Medium,3,High School,Near,66
10,100,Low,Medium,5,93,Yes,2,Medium,Low,1,High School,Far,65
15,87,High,High,8,63,Yes,0,High,Medium,3,College,Near,69
